date,resource_id,resource_type,cost,usage_percent,day_of_week,day_of_month,month,is_weekend,is_idle,is_underutilized,is_optimized,is_overutilized,region,environment
2024-12-03 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.07081785512630973,83.31512367801143,1,3,12,False,False,False,False,True,us-east-1,development
2024-12-04 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.25701479407103617,100.0,2,4,12,False,False,False,False,True,us-west-2,development
2024-12-05 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.26273174701163005,100.0,3,5,12,False,False,False,False,True,us-west-2,production
2024-12-06 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.11436795312286456,100.0,4,6,12,False,False,False,False,True,ap-southeast-1,staging
2024-12-07 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.02087978936335892,24.564458074539903,5,7,12,True,False,True,False,False,eu-west-1,development
2024-12-08 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.034617522520997514,40.72649708352649,6,8,12,True,False,True,False,False,us-west-2,development
2024-12-09 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.28527400565588,100.0,0,9,12,False,False,False,False,True,eu-west-1,production
2024-12-10 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.202646141392323,100.0,1,10,12,False,False,False,False,True,us-west-2,production
2024-12-11 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1500372189529146,100.0,2,11,12,False,False,False,False,True,eu-west-1,staging
2024-12-12 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,1.298298198774292,100.0,3,12,12,False,False,False,False,True,eu-west-1,production
2024-12-13 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.18505171944463486,100.0,4,13,12,False,False,False,False,True,us-west-2,development
2024-12-14 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.0073175158994992495,8.608842234704998,5,14,12,True,True,False,False,False,eu-west-1,production
2024-12-15 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.05680432695890886,66.82861995165747,6,15,12,True,False,False,True,False,ap-southeast-1,staging
2024-12-16 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.14149550641526157,100.0,0,16,12,False,False,False,False,True,ap-southeast-1,production
2024-12-17 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1207735567534264,100.0,1,17,12,False,False,False,False,True,eu-west-1,production
2024-12-18 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1426745470880641,100.0,2,18,12,False,False,False,False,True,us-west-2,development
2024-12-19 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2438597112039281,100.0,3,19,12,False,False,False,False,True,eu-west-1,development
2024-12-20 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.20197282922970147,100.0,4,20,12,False,False,False,False,True,ap-southeast-1,development
2024-12-21 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03708626740469002,43.63090282904707,5,21,12,True,False,True,False,False,ap-southeast-1,staging
2024-12-22 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.04953225046480966,58.273235840952545,6,22,12,True,False,False,True,False,us-west-2,production
2024-12-23 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.12837340909715705,100.0,0,23,12,False,False,False,False,True,ap-southeast-1,production
2024-12-24 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.15510492273291934,100.0,1,24,12,False,False,False,False,True,us-east-1,production
2024-12-25 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,2.362857814378759,100.0,2,25,12,False,False,False,False,True,us-west-2,development
2024-12-26 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.35485082358055936,100.0,3,26,12,False,False,False,False,True,us-west-2,development
2024-12-27 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2704682256429007,100.0,4,27,12,False,False,False,False,True,ap-southeast-1,development
2024-12-28 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.05682802624129661,66.85650146034895,5,28,12,True,False,False,True,False,us-east-1,staging
2024-12-29 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06978478768875558,82.09975022206538,6,29,12,True,False,False,False,True,ap-southeast-1,development
2024-12-30 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06139208478568411,72.22598210080483,0,30,12,False,False,False,True,False,ap-southeast-1,development
2024-12-31 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.31891585060416394,100.0,1,31,12,False,False,False,False,True,eu-west-1,development
2025-01-01 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.042151264278498614,49.589722680586604,2,1,1,False,False,True,False,False,us-east-1,development
2025-01-02 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.132719731810033,100.0,3,2,1,False,False,False,False,True,us-east-1,development
2025-01-03 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10543692669205132,100.0,4,3,1,False,False,False,False,True,eu-west-1,development
2025-01-04 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03037309181422198,35.733049193202326,5,4,1,True,False,True,False,False,eu-west-1,production
2025-01-05 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.02285790782366332,26.891656263133314,6,5,1,True,False,True,False,False,eu-west-1,staging
2025-01-06 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.14483086917351884,100.0,0,6,1,False,False,False,False,True,us-west-2,staging
2025-01-07 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.12712361235282676,100.0,1,7,1,False,False,False,False,True,us-east-1,development
2025-01-08 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.08795785859619586,100.0,2,8,1,False,False,False,False,True,eu-west-1,development
2025-01-09 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1669301836503517,100.0,3,9,1,False,False,False,False,True,us-west-2,development
2025-01-10 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.19916547059978756,100.0,4,10,1,False,False,False,False,True,us-east-1,development
2025-01-11 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03970172268561741,46.70790904190284,5,11,1,True,False,True,False,False,eu-west-1,development
2025-01-12 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.02046698868152607,24.078810213560082,6,12,1,True,False,True,False,False,us-west-2,production
2025-01-13 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,1.245855857506195,100.0,0,13,1,False,False,False,False,True,eu-west-1,production
2025-01-14 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.04841616501562723,56.96019413603204,1,14,1,False,False,False,True,False,us-east-1,development
2025-01-15 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1309967117151074,100.0,2,15,1,False,False,False,False,True,eu-west-1,staging
2025-01-16 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.08060936405407604,94.8345459459718,3,16,1,False,False,False,False,True,us-east-1,production
2025-01-17 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.20654665465589453,100.0,4,17,1,False,False,False,False,True,eu-west-1,staging
2025-01-18 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.017510816418170382,20.600960491965154,5,18,1,True,False,True,False,False,us-west-2,production
2025-01-19 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.022214972534702112,26.135261805531897,6,19,1,True,False,True,False,False,us-west-2,development
2025-01-20 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.16898937808585315,100.0,0,20,1,False,False,False,False,True,us-east-1,production
2025-01-21 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06472591986186828,76.14814101396267,1,21,1,False,False,False,True,False,ap-southeast-1,production
2025-01-22 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.04551835503737738,53.55100592632633,2,22,1,False,False,False,True,False,us-west-2,production
2025-01-23 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.13691632678514754,100.0,3,23,1,False,False,False,False,True,ap-southeast-1,development
2025-01-24 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1407540225066696,100.0,4,24,1,False,False,False,False,True,us-west-2,staging
2025-01-25 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06025426792583142,70.8873740303899,5,25,1,True,False,False,True,False,ap-southeast-1,production
2025-01-26 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.055482847144726254,65.273937817325,6,26,1,True,False,False,True,False,us-west-2,development
2025-01-27 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2567631930028065,100.0,0,27,1,False,False,False,False,True,eu-west-1,staging
2025-01-28 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.16707373055909452,100.0,1,28,1,False,False,False,False,True,eu-west-1,staging
2025-01-29 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.25082088939938013,100.0,2,29,1,False,False,False,False,True,ap-southeast-1,production
2025-01-30 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,1.0578350121707636,100.0,3,30,1,False,False,False,False,True,us-west-2,production
2025-01-31 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.16392253982517946,100.0,4,31,1,False,False,False,False,True,us-east-1,staging
2025-02-01 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03620334340167283,42.592168707850384,5,1,2,True,False,True,False,False,us-east-1,development
2025-02-02 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03901607774744485,45.901267938170406,6,2,2,True,False,True,False,False,us-west-2,development
2025-02-03 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.08918984934213964,100.0,0,3,2,False,False,False,False,True,us-west-2,production
2025-02-04 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06984816929085297,82.17431681276818,1,4,2,False,False,False,False,True,us-east-1,development
2025-02-05 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.14914879844687898,100.0,2,5,2,False,False,False,False,True,us-east-1,production
2025-02-06 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1754673148330625,100.0,3,6,2,False,False,False,False,True,us-east-1,production
2025-02-07 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.05763657610746887,67.8077365970222,4,7,2,False,False,False,True,False,eu-west-1,production
2025-02-08 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.01762783635516876,20.738631006080894,5,8,2,True,False,True,False,False,us-west-2,staging
2025-02-09 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03446247019154714,40.544082578290755,6,9,2,True,False,True,False,False,ap-southeast-1,production
2025-02-10 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.11528068008211571,100.0,0,10,2,False,False,False,False,True,us-west-2,development
2025-02-11 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.26695553011214884,100.0,1,11,2,False,False,False,False,True,ap-southeast-1,production
2025-02-12 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1322820369377493,100.0,2,12,2,False,False,False,False,True,ap-southeast-1,staging
2025-02-13 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.5893314664559868,100.0,3,13,2,False,False,False,False,True,us-west-2,production
2025-02-14 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.17733618004146673,100.0,4,14,2,False,False,False,False,True,us-east-1,development
2025-02-15 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.22055535406201815,100.0,5,15,2,True,False,False,False,True,ap-southeast-1,staging
2025-02-16 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03278280503973934,38.568005929105105,6,16,2,True,False,True,False,False,ap-southeast-1,staging
2025-02-17 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10442442615042187,100.0,0,17,2,False,False,False,False,True,ap-southeast-1,development
2025-02-18 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.16712953954008403,100.0,1,18,2,False,False,False,False,True,us-east-1,development
2025-02-19 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.08027162242021463,94.43720284731131,2,19,2,False,False,False,False,True,us-east-1,production
2025-02-20 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10133876880058329,100.0,3,20,2,False,False,False,False,True,ap-southeast-1,development
2025-02-21 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.15963382186865138,100.0,4,21,2,False,False,False,False,True,eu-west-1,production
2025-02-22 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.04348196221749294,51.15524966763875,5,22,2,True,False,False,True,False,us-west-2,production
2025-02-23 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.03628571979039624,42.68908210634852,6,23,2,True,False,True,False,False,us-west-2,development
2025-02-24 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1301194038334614,100.0,0,24,2,False,False,False,False,True,ap-southeast-1,production
2025-02-25 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1414630567480217,100.0,1,25,2,False,False,False,False,True,ap-southeast-1,production
2025-02-26 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.35636802266298445,100.0,2,26,2,False,False,False,False,True,eu-west-1,staging
2025-02-27 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2574484292041443,100.0,3,27,2,False,False,False,False,True,us-west-2,production
2025-02-28 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2531116476719738,100.0,4,28,2,False,False,False,False,True,ap-southeast-1,development
2025-03-01 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.04016103454900198,47.24827594000233,5,1,3,True,False,True,False,False,us-east-1,production
2025-03-02 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.025574525001954448,30.08767647288758,6,2,3,True,False,True,False,False,us-east-1,production
2025-03-03 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.13934710406699666,100.0,0,3,3,False,False,False,False,True,us-west-2,production
2025-03-04 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1364852270246684,100.0,1,4,3,False,False,False,False,True,ap-southeast-1,staging
2025-03-05 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.8507245600194075,100.0,2,5,3,False,False,False,False,True,ap-southeast-1,production
2025-03-06 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.08384762519070221,98.6442649302379,3,6,3,False,False,False,False,True,ap-southeast-1,production
2025-03-07 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.5299811829042355,100.0,4,7,3,False,False,False,False,True,us-west-2,staging
2025-03-08 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.009050298113865554,10.64740954572418,5,8,3,True,True,False,False,False,us-east-1,staging
2025-03-09 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.016390173208981923,19.28255671644932,6,9,3,True,True,False,False,False,eu-west-1,staging
2025-03-10 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.11042432038286859,100.0,0,10,3,False,False,False,False,True,eu-west-1,staging
2025-03-11 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.15552839359819604,100.0,1,11,3,False,False,False,False,True,ap-southeast-1,production
2025-03-12 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06268553784932196,73.74769158743759,2,12,3,False,False,False,True,False,us-west-2,staging
2025-03-13 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.24934083382701558,100.0,3,13,3,False,False,False,False,True,us-west-2,production
2025-03-14 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.2215141016743472,100.0,4,14,3,False,False,False,False,True,us-east-1,development
2025-03-15 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.025654461438250616,30.181719339118366,5,15,3,True,False,True,False,False,eu-west-1,production
2025-03-16 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.030009154972040663,35.304888202400775,6,16,3,True,False,True,False,False,us-east-1,development
2025-03-17 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10483056404482168,100.0,0,17,3,False,False,False,False,True,ap-southeast-1,development
2025-03-18 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.4126632790454899,100.0,1,18,3,False,False,False,False,True,us-west-2,production
2025-03-19 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.15325435122800332,100.0,2,19,3,False,False,False,False,True,us-east-1,production
2025-03-20 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1716535149026762,100.0,3,20,3,False,False,False,False,True,us-east-1,development
2025-03-21 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10327778913079123,100.0,4,21,3,False,False,False,False,True,us-east-1,development
2025-03-22 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.01883604182774814,22.160049209115456,5,22,3,True,False,True,False,False,us-west-2,staging
2025-03-23 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.01263898366578254,14.869392547979457,6,23,3,True,True,False,False,False,us-east-1,development
2025-03-24 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1743109592997936,100.0,0,24,3,False,False,False,False,True,us-west-2,development
2025-03-25 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.42431393888575974,100.0,1,25,3,False,False,False,False,True,us-east-1,development
2025-03-26 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.3242803109185953,100.0,2,26,3,False,False,False,False,True,us-east-1,staging
2025-03-27 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,1.318374749457724,100.0,3,27,3,False,False,False,False,True,eu-west-1,staging
2025-03-28 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.5405172924622957,100.0,4,28,3,False,False,False,False,True,us-west-2,development
2025-03-29 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.05404852470076475,63.586499647958526,5,29,3,True,False,False,True,False,eu-west-1,production
2025-03-30 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06012228122096262,70.73209555407367,6,30,3,True,False,False,True,False,eu-west-1,staging
2025-03-31 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.0,0.0,0,31,3,False,True,False,False,False,us-west-2,development
2025-04-01 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.0752562302919512,88.53674151994258,1,1,4,False,False,False,False,True,eu-west-1,staging
2025-04-02 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.21075297650051342,100.0,2,2,4,False,False,False,False,True,eu-west-1,production
2025-04-03 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.3067677344107974,100.0,3,3,4,False,False,False,False,True,us-east-1,staging
2025-04-04 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.13048395401764906,100.0,4,4,4,False,False,False,False,True,us-east-1,production
2025-04-05 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.049449568670193296,58.17596314140388,5,5,4,True,False,False,True,False,us-west-2,development
2025-04-06 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.02343493323651818,27.57050969002139,6,6,4,True,False,True,False,False,eu-west-1,production
2025-04-07 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.13060572696297518,100.0,0,7,4,False,False,False,False,True,eu-west-1,production
2025-04-08 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.030733773893078457,36.157381050680534,1,8,4,False,False,True,False,False,us-west-2,staging
2025-04-09 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.19280757884555066,100.0,2,9,4,False,False,False,False,True,eu-west-1,production
2025-04-10 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1625292741510645,100.0,3,10,4,False,False,False,False,True,ap-southeast-1,development
2025-04-11 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.13111959319762706,100.0,4,11,4,False,False,False,False,True,eu-west-1,development
2025-04-12 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.020538385786265923,24.162806807371673,5,12,4,True,False,True,False,False,us-east-1,development
2025-04-13 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.027617502265114342,32.49117913542864,6,13,4,True,False,True,False,False,eu-west-1,development
2025-04-14 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.09576590458977977,100.0,0,14,4,False,False,False,False,True,us-east-1,production
2025-04-15 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10937007931326564,100.0,1,15,4,False,False,False,False,True,eu-west-1,production
2025-04-16 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.14596270950906598,100.0,2,16,4,False,False,False,False,True,us-east-1,development
2025-04-17 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.15714702083582194,100.0,3,17,4,False,False,False,False,True,us-west-2,staging
2025-04-18 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.1556385875337188,100.0,4,18,4,False,False,False,False,True,eu-west-1,development
2025-04-19 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.018256694829139667,21.478464504870196,5,19,4,True,False,True,False,False,us-west-2,development
2025-04-20 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.007265749558295824,8.547940656818616,6,20,4,True,True,False,False,False,eu-west-1,production
2025-04-21 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.06525092468162542,76.76579374308872,0,21,4,False,False,False,True,False,eu-west-1,development
2025-04-22 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.20669584856780562,100.0,1,22,4,False,False,False,False,True,ap-southeast-1,staging
2025-04-23 14:49:39.192634,CloudFront-CDN-000,CloudFront-CDN,0.10508458835081186,100.0,2,23,4,False,False,False,False,True,us-east-1,production
